1,SP1,"Oh my god
"
2,SP1,"We're being watched
"
3,SP2,"How are you
"
4,SP1,"oh my god
"
5,SP2,"how was your day
"
6,SP1,"It was it was like take a picture of this but I don't
"
7,SP2,"In your mind
"
8,SP1,"anywho
"
9,SP2,"how was your day
"
10,SP1,"it was good how was yours
"
11,SP2,"good
"
12,SP1,"I saw you in s wait so when are you seeing interstellar
"
13,SP2,"um Friday or Saturday
"
14,SP1,"in Tisch
"
15,SP2,"Yep
"
16,SP1,"okay
"
17,SP2,"come
"
18,SP1,"okay I'm offended that you didn't invite me
"
19,SP2,"I did I told you about It
"
20,SP1,"Okay
"
21,SP1,"Now I feel sorry coming
"
22,SP2,"um he might I don't know
"
23,SP1,"okay
"
24,SP2,"we just saw him in um Dewick
"
25,SP1,"oh right okay
"
26,SP2,"yeah I've seen it like three times
"
27,SP1,"nice
"
28,SP2,"Have you seen it
"
29,SP1,"So cool
"
30,SP1,"the interstellar
"
31,SP2,"Yeah
"
32,SP1,"no
"
33,SP2,"It's so good
"
34,SP2,"Like really good it plays with your mind
"
35,SP1,"really I have not seen it in
"
36,SP2,"Yeah
"
37,SP2,"it's kind of like um inception I haven't actually seen incep inception
"
38,SP1,"mhm
"
39,SP2,"but it's like that
"
40,SP1,"okay I haven't seen inception
"
41,SP2,"Okay
"
42,SP2,"it's just like mind games and stuff
"
43,SP1,"Imagine if you were doing this with a stranger what if we were doing this with Dylan
"
44,SP2,"stop
"
45,SP1,"Wait if it was me you dylan and malcolm
"
46,SP2,"Like Dylan and Malcolm
"
47,SP1,"Like
"
48,SP2,"To
"
49,SP1,"Half of us were on one side and half of us were on the other
"
50,SP2,"that'd be weird it looks like a mirror
"
51,SP1,"I know
"
52,SP2,"but it's not myself
"
53,SP1,"I know I know
"
54,SP2,"Freaky
"
55,SP1,"like Really clear glass
"
56,SP2,"Like if I do that you would do that
"
57,SP1,"Okay wait wait wait
"
58,SP1,"oh my god
"
59,SP1,"It does look like a mirror
"
60,SP2,"yeah
"
61,SP1,"see like They're identical rooms
"
62,SP2,"Yeah they really are
"
63,SP1,"Wait we have the
"
64,SP2,"do you have a tree right there
"
65,SP2,"yeah
"
66,SP1,"Yeah
"
67,SP2,"Yeah look at that
"
68,SP1,"Everything's the same do you have curtains on the side
"
69,SP2,"mhm
"
70,SP1,"That's why I think the right like I feel like I'm looking at myself right now
"
71,SP2,"Yeah same
"
72,SP1,"But that's not what they look like
"
73,SP1,"Also can I can see myself kind of in the reflection of the glass
"
74,SP2,"yeah same
"
75,SP1,"so weird
"
76,SP2,"Um Christina's brother is coming
"
77,SP1,"Oh my god
"
78,SP2,"And I think we're gonna go to Boston Burger company
"
79,SP1,"When
"
80,SP2,"On Friday
"
81,SP1,"so fun
"
82,SP2,"yeah
"
83,SP1,"hoo
"
84,SP1,"wait he goes to carnegie mellon
"
85,SP2,"yeah
"
86,SP1,"Is he home for the whole weekend
"
87,SP2,"Yeah apparently it's not actually for her it's like he has a the high school
"
88,SP1,"It doesn't it doesn't his best friend go here
"
89,SP2,"something like that but his height his boarding schools' near here so he's it's it's like a whole like a thing
"
90,SP1,"mhm
"
91,SP2,"but he is like s visiting Christine at the same time
"
92,SP1,"that's so cute
"
93,SP2,"so yeah
"
94,SP2,"so burgers interstellar
"
95,SP1,"ah
"
96,SP1,"what else
"
97,SP2,"homework
"
98,SP1,"mhm
"
99,SP1,"you've off Monday
"
100,SP2,"Yeah
"
101,SP1,"thank god
"
