1,SP1,"Oh my god
"
2,SP2,"Hello welcome to my ted talk
"
3,SP1,"Hello
"
4,SP1,"welcome to my Ted Talk
"
5,SP1,"this is literally my Ted Talk
"
6,SP2,"I feel like we're on a podcast right now
"
7,SP1,"it is it's like kind of trippy
"
8,SP1,"cause I feel like I'm looking at it feels like a mirror
"
9,SP2,"I know I feel like
"
10,SP1,"But it's not you
"
11,SP2,"I feel like you're me
"
12,SP1,"But it's not me
"
13,SP1,"I know and I feel like I'm like watching a screen of you
"
14,SP2,"this is so weird
"
15,SP1,"wait so do you have the same so like you have a you have a plant
"
16,SP2,"Yeah
"
17,SP1,"Yeah I feel like they're trying to make it seem like a mirror
"
18,SP2,"I know are the rooms exact same I think they are
"
19,SP1,"hm
"
20,SP1,"I feel like I'm in like American horror story
"
21,SP2,"It's a haunted house
"
22,SP1,"This is Spooktober
"
23,SP2,"It is
"
24,SP1,"This is what;s spooky
"
25,SP1,"happy spooktober
"
26,SP2,"People listening are gonna be like oh my god the
"
27,SP1,"feel like
"
28,SP1,"they're probably gonna like lose brain cells from listening to this we're just gonna be like alright let's what's around us let's like make note of everything that we see
"
29,SP2,"I know
"
30,SP2,"When I asked about profanity I was thinking about out how many times we said yes beetch on the way over
"
31,SP1,"oh my god
"
32,SP1,"we're literally gonna oh my god
"
33,SP1,"Wait and you even have the same a you even have have a little yellow paper back there
"
34,SP2,"I think we have the same picture too but they're faced
"
35,SP1,"We do
"
36,SP2,"Different ways so it looks like a mirror
"
37,SP1,"This is weird
"
38,SP1,"hm
"
39,SP1,"hm
"
40,SP1,"How bizarre
"
41,SP2,"It's kinda cool
"
42,SP1,"It is kind of cool it is like I'm talking to a mirror
"
43,SP1,"This would be a good study spot
"
44,SP2,"Yeah but only if we had theese and could talk to each other through The microphone
"
45,SP1,"Yeah
"
46,SP1,"Yeah definitely
"
47,SP2,"I feel like we're professors right now with the the microphone everything
"
48,SP1,"Oh my god
"
49,SP1,"who th tag yourself Chin or Sommers
"
50,SP1,"Little bit of both
"
51,SP2,"little bit of both
"
52,SP1,"Yeah that that's accurate
"
53,SP1,"I feel like I'm like I I've like like the I'm like witty like Sommers
"
54,SP2,"mhm
"
55,SP1,"like she like knows what she's talking about and she knows it
"
56,SP2,"Yeah
"
57,SP2,"She knows she's smarter than everyone in the room
"
58,SP1,"She knows she's smarter than like a  anybody in the room
"
59,SP1,"That's like okay go off
"
60,SP2,"when anyone has a question it's like
"
61,SP1,"It's like you're whispering in my ear
"
62,SP2,"hello AS
"
63,SP1,"ASMR
"
64,SP1,"Life with MaK
"
65,SP1,"I'm gonna eat this
"
66,SP2,"Hello welcome to my ASMR channel
"
67,SP1,"Wel
"
68,SP1,"wel
"
69,SP1,"A S M R
"
70,SP1,"you're like
"
71,SP1,"like r like really it'd be like the role play ASMR like
"
72,SP1,"I am doctor brighton
"
73,SP2,"Welcome to your study
"
74,SP1,"Welcome you're welcome to Your psych study
"
75,SP1,"It be like that
"
76,SP2,"oh my god we haven't said let's get this bread spreyet
"
77,SP1,"oh my god we haven't said let's get this  well now it's time
"
78,SP1,"let's get this bread
"
79,SP2,"Yeah
"
80,SP1,"Let's let's game the grain
"
81,SP1,"let's retrieve the roll
"
82,SP2,"Let's snag the sourdough
"
83,SP1,"snag the sourdough steal the starch
"
84,SP1,"yeet the yeast
"
85,SP2,"that one's good
"
86,SP1,"I like that one
"
87,SP2,"I like that one
"
88,SP1,"I  wait did I show you the tweet that I retweeted to that was like
"
