1,SP1,"It was weird at first 'cause when I came in I thought this was the mirror
"
2,SP2,"Oh yeah
"
3,SP1,"And then I was like have you ever seen like those like detective shows
"
4,SP2,"Yeah yeah where they have like one way
"
5,SP1,"Like
"
6,SP1,"Mirrors and stuff like that yeah
"
7,SP2,"Like yeah yeah so like you think it's a mirror but that they can see through
"
8,SP1,"Yeah I've seen so many episodes of Law and Order SVU that like that was immediately what I thought it was just like the reflection thing
"
9,SP2,"Yeah
"
10,SP1,"To hurry
"
11,SP2,"And I'm good how often better yeah how are you
"
12,SP1,"I'm pretty good I think this because just like pretty stressful because of all the psych study we had to do and stuff
"
13,SP2,"mhm
"
14,SP1,"and like me just like being the worst in like putting them all off like the area and but
"
15,SP2,"Yeah
"
16,SP1,"That's ahead like my birthday's coming up soon so that'll be nice
"
17,SP2,"oh nice
"
18,SP1,"yeah how was your thanksgiving
"
19,SP2,"Um hh
"
20,SP2,"well I had surgery the the day before thanksgiving so
"
21,SP1,"Oh is that because of your leg
"
22,SP2,"mhm Yes
"
23,SP1,"What happened
"
24,SP2,"So um
"
25,SP2,"did on the volley them like festival of lights
"
26,SP1,"Yes yeah
"
27,SP2,"yeah yeah yeah so um
"
28,SP2,"The there was like eleven at like that house a put on um so I was about that so and um those like dancing and I don't really know how somebody like it hit me from behind my knee so what I found out afterwards is that my need is located
"
29,SP1,"oh
"
30,SP2,"and it tore ligaments and  also like knocked off a piece of cartilage
"
31,SP1,"Oh wow
"
32,SP2,"So the surgery was to like move piece of cartilage and um like they tighten up to like a man so
"
33,SP1,"dang
"
34,SP1,"I was
"
35,SP1,"Did you know like immediately that like Ginny was like dislocated
"
36,SP2,"n no no no because I guess it kind of popped back in m aybe I'm not really I'm not exactly sure how like what happened but um ye ah I think I think that's what happened and like I kind of so like a buckled I fell down
"
37,SP1,"Yeah
"
38,SP2,"Um
"
39,SP2,"and then like some people help me up and like the ones I mi ss had doubt it they like trying to get ice and stuff um when I stoo d that night and then the next morning I woke up and it was like very swoll en like like I kind of knew that night that I was gonna I was gonna have to go to like health services the next
"
40,SP1,"Yeah
"
41,SP2,"The next day but I just kind of like yeah I was like okay it's fine um and just carried on and so then exam health services um and then they look at it and they like been wrapped up in like one of t he psych bandage things and like a car to so it was like trying to put weight on it keep elevated surprising it
"
42,SP1,"Yeah
"
43,SP2,"But then they were up like actually you know what it's like it's very schoo l and so um I think that maybe you should go to the ER so I went to or somewhere else
"
44,SP1,"Yeah
"
45,SP2,"um
"
46,SP2,"I went to the urgent care they like the genetics and stuff with that nothing's broken because like OK cool so like it's pro like sprayin g to like I'll I'll go better like a week or two um they're like ye ah keep icing a keep elevated yeah use crutches you know just you know just give us feels like I went back um I gave up on the crutch es within within twenty four hours because it was just a pain
"
47,SP2,"it was just easier to live but then to actually use the crutches
"
