1,SP1,"I can like hear my voice
"
2,SP2,"Same it's so weird
"
3,SP1,"So weird
"
4,SP2,"can you hear like
"
5,SP1,"oh my god
"
6,SP2,"like the little white noise like
"
7,SP1,"We think the little feedback
"
8,SP1,"oh my god this is so weird I feel like like
"
9,SP1,"like low key I feel like I'm looking into a mirror right now
"
10,SP1,"which is like really really freaking me out
"
11,SP2,"It does look could give me a
"
12,SP1,"Literally the same
"
13,SP2,"Yeah
"
14,SP1,"do you think that's on purpose
"
15,SP1,"no it's so creepy
"
16,SP2,"they kind of feels like a safe house
"
17,SP2,"like
"
18,SP1,"I kind of
"
19,SP2,"But like oh weird buzzfeed video
"
20,SP1,"Yeah or like some conflict fancy interrogate interrogation
"
21,SP2,"yeah
"
22,SP2,"Okay it's like it looks like a missile
"
23,SP1,"wow
"
24,SP1,"It does
"
25,SP1,"I can't get over the fact that
"
26,SP2,"It looks
"
27,SP1,"It looks like a mirror
"
28,SP1,"Like it is freaking
"
29,SP1,"&Laughs okay well taking in the surroundings
"
30,SP1,"I for some reason this reminds me of black me
"
31,SP2,"Yeah it does
"
32,SP2,"woah
"
33,SP1,"yeah
"
34,SP1,"I feel like I crisp
"
35,SP2,"Yeah
"
36,SP1,"Why they have to
"
37,SP2,"it's like sleek white
"
38,SP1,"make this is so perfect
"
39,SP2,"Get what
"
40,SP2,"it's so creepy
"
41,SP1,"it's so creepy
"
42,SP1,"And just like what is the cameras are in the same way but
"
43,SP2,"It really doesn't look like two rooms
"
44,SP1,"I guess that's the point
"
45,SP2,"Yeah
"
46,SP1,"&Laughs that's like where I at a table
"
47,SP2,"Oh
"
48,SP2,"But I wonder what the point of shooting us through like glasses like what's the point of the glass
"
49,SP1,"I don't know yeah why not just have us be in one room
"
50,SP2,"Maybe for like microphone quality
"
51,SP1,"Maybe yeah because I couldn't like hear each other through the
"
52,SP1,"&Laughs like without the microphone
"
53,SP2,"Yeah
"
54,SP1,"To the next record
"
55,SP2,"I wonder If we can hear each other without the
"
56,SP1,"like
"
57,SP1,"don't know
"
58,SP2,"I don't
"
59,SP1,"I'm not get on a
"
60,SP2,"I don't know what the
"
61,SP1,"&Laughs we can try it
"
62,SP2,"Yeah in the thirty minutes the
"
63,SP1,"yeah
"
64,SP1,"oh my god
"
65,SP2,"What is a thirty minute conversation feel like
"
66,SP1,"I don't know I've never like time to conversation before
"
67,SP2,"Yeah then like
"
68,SP2,"Thirty minutes the
"
69,SP1,"This is gonna be it for thirty but that's
"
70,SP1,"I keep noticing things about your room and then checking at three
"
71,SP2,"You have a late at the same like the fire alarms and then the
"
72,SP1,"it's the same even the tree
"
73,SP2,"Yeah and I can see like just a little bit of the leaves
"
74,SP1,"Yeah and this curtains in
"
75,SP2,"Oh that's so weird
"
76,SP1,"You have curtains are there to it
"
77,SP2,"Yeah
"
78,SP1,"yeah
"
79,SP2,"This is so creepy
"
80,SP1,"So creepy
"
81,SP1,"What's the point of making them
"
82,SP1,"&Laughs looks actally the same
"
83,SP2,"I don't know
"
84,SP1,"I also wonder if other people do this and just sit here for thirty minutes just like oh oh
"
85,SP1,"Where it is weird
"
86,SP2,"Yeah do like what do I will talk about
"
87,SP1,"I don't know
"
88,SP2,"I feel like everyone starts about starts a talking about like this
"
89,SP1,"d
"
90,SP1,"Yes because it's like really off putting
"
91,SP2,"It's very weird
"
92,SP1,"Yes
"
93,SP2,"Do you think people talk about like what they did last night
"
94,SP1,"No there's also walk over
"
95,SP2,"Yeah
"
96,SP1,"to talk
"
97,SP2,"Yeah
"
98,SP1,"Are the people I come in like this is what we talk about we're gonna have thirty minute conversation about like
"
99,SP1,"Yep
"
100,SP2,"Bunnies
"
101,SP1,"yep but he's also that unicorns but that's okay too
"
102,SP2,"hm that's
"
103,SP2,"similar genera
"
104,SP1,"yeah
"
